City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,skibbereen,IE,2021-09-27 03:20:12,51.55,-9.2667,51.6,82,71,15.43
276,harsud,IN,2021-09-27 03:24:53,22.1,76.7333,79.12,88,100,4.63
277,lubao,PH,2021-09-27 03:24:54,14.9167,120.55,89.67,66,11,3.89
278,aykhal,RU,2021-09-27 03:24:54,66.0,111.5,30.79,88,100,19.06
279,cayenne,GF,2021-09-27 03:24:54,4.9333,-52.3333,83.08,79,90,3.0
280,sumbe,AO,2021-09-27 03:24:55,-11.2061,13.8437,69.71,86,38,4.99
281,sembakung,ID,2021-09-27 03:24:55,3.8167,117.25,84.13,67,77,2.01
282,domoni,KM,2021-09-27 03:24:56,-12.2569,44.5319,74.75,76,25,6.2
283,half moon bay,US,2021-09-27 03:24:56,37.4636,-122.4286,62.74,80,90,8.05
284,sterling,US,2021-09-27 03:24:12,39.0062,-77.4286,63.45,80,1,0.0
285,codrington,AU,2021-09-27 03:24:57,-38.2667,141.9667,64.09,53,12,11.83
286,zemio,CF,2021-09-27 03:24:57,5.0314,25.1361,66.52,97,99,0.81
287,tuatapere,NZ,2021-09-27 03:24:58,-46.1333,167.6833,55.81,47,4,4.65
288,rognan,NO,2021-09-27 03:24:58,67.0953,15.3878,59.14,85,62,8.01
289,homer,US,2021-09-27 03:24:59,59.6425,-151.5483,48.09,51,1,5.75
290,bairiki,KI,2021-09-27 03:22:22,1.3292,172.9752,83.95,72,60,14.7
291,gizo,SB,2021-09-27 03:24:59,-8.103,156.8419,84.42,68,100,3.49
292,maumere,ID,2021-09-27 03:25:00,-8.6199,122.2111,83.28,66,99,0.98
293,sao jose da coroa grande,BR,2021-09-27 03:25:00,-8.8978,-35.1478,75.74,85,41,14.05
294,druzhba,UA,2021-09-27 03:25:01,52.0428,33.9453,46.2,81,93,12.17
295,zyryanka,RU,2021-09-27 03:22:16,65.75,150.85,35.78,89,100,16.06
296,riosucio,CO,2021-09-27 03:25:01,5.4216,-75.7032,63.03,95,98,1.81
297,ammon,US,2021-09-27 03:25:03,43.4696,-111.9666,68.5,31,1,1.01
298,necochea,AR,2021-09-27 03:25:04,-38.5473,-58.7368,45.03,72,89,9.13
299,port hedland,AU,2021-09-27 03:25:04,-20.3167,118.5667,89.65,19,7,18.41
300,bambous virieux,MU,2021-09-27 03:25:05,-20.3428,57.7575,72.21,78,75,23.02
301,grand forks,US,2021-09-27 03:25:05,47.9417,-97.4337,60.73,67,1,9.22
302,rancho palos verdes,US,2021-09-27 03:25:06,33.7445,-118.387,67.51,86,90,4.0
303,mughal sarai,IN,2021-09-27 03:25:06,25.3,83.1167,86.07,73,27,8.61
304,saint-francois,FR,2021-09-27 03:25:07,46.4154,3.9054,53.04,100,20,0.0
305,barcelos,PT,2021-09-27 03:25:07,41.5388,-8.6151,64.54,97,100,6.49
306,zenzeli,RU,2021-09-27 03:25:08,45.9241,47.0474,56.73,65,44,15.12
307,nome,US,2021-09-27 03:25:09,64.5011,-165.4064,37.47,70,90,3.44
308,dunedin,NZ,2021-09-27 03:21:14,-45.8742,170.5036,47.95,63,52,14.09
309,trinidad,BO,2021-09-27 03:25:09,-14.8333,-64.9,83.55,41,7,4.65
310,atasu,KZ,2021-09-27 03:25:10,48.6814,71.6433,52.72,33,100,20.18
311,alto araguaia,BR,2021-09-27 03:25:10,-17.3147,-53.2153,72.23,62,43,3.53
312,corrente,BR,2021-09-27 03:25:10,-3.7367,-43.3394,75.16,88,49,3.51
313,naze,JP,2021-09-27 03:25:11,28.3667,129.4833,83.32,75,36,17.02
314,hami,CN,2021-09-27 03:25:12,42.8,93.45,70.12,17,1,3.56
315,ostrovnoy,RU,2021-09-27 03:22:05,68.0531,39.5131,43.57,86,100,18.81
316,meiganga,CM,2021-09-27 03:25:12,6.5167,14.3,63.46,94,100,3.42
317,tual,ID,2021-09-27 03:25:13,-5.6667,132.75,80.91,81,96,12.39
318,soyo,AO,2021-09-27 03:25:13,-6.1349,12.3689,74.97,86,86,5.75
319,poum,NC,2021-09-27 03:20:47,-20.2333,164.0167,72.75,62,10,8.05
320,at-bashi,KG,2021-09-27 03:25:14,41.1702,75.8106,60.22,21,0,2.46
321,kouango,CF,2021-09-27 03:25:14,4.9934,19.9619,68.85,97,99,2.06
322,ferrol,ES,2021-09-27 03:25:15,43.4832,-8.2369,63.36,90,100,10.63
323,rocha,UY,2021-09-27 03:25:15,-34.4833,-54.3333,54.14,94,7,3.58
324,port lincoln,AU,2021-09-27 03:25:16,-34.7333,135.8667,65.1,50,100,11.18
325,oktyabrskiy,RU,2021-09-27 03:21:47,54.4815,53.471,45.79,86,100,11.52
326,kuusamo,FI,2021-09-27 03:25:17,65.9667,29.1833,37.44,100,75,3.44
327,ancud,CL,2021-09-27 03:25:17,-41.8697,-73.8203,36.93,81,70,3.87
328,iquique,CL,2021-09-27 03:22:21,-20.2208,-70.1431,59.04,70,46,0.98
329,beloha,MG,2021-09-27 03:25:18,-25.1667,45.05,67.55,70,1,7.56
330,karratha,AU,2021-09-27 03:20:25,-20.7377,116.8463,80.94,25,5,10.96
331,daru,PG,2021-09-27 03:25:19,-9.0763,143.2092,80.91,80,65,13.76
332,anadyr,RU,2021-09-27 03:25:19,64.75,177.4833,36.1,80,0,0.0
333,awbari,LY,2021-09-27 03:25:20,26.5921,12.7805,70.48,23,0,6.04
334,aksu,CN,2021-09-27 03:25:20,41.1231,80.2644,70.56,20,0,1.45
335,suntar,RU,2021-09-27 03:25:21,62.1444,117.6319,40.96,66,100,14.85
336,matara,LK,2021-09-27 03:25:21,5.9485,80.5353,79.86,79,100,18.21
337,mackay,AU,2021-09-27 03:25:22,-21.15,149.2,80.69,57,0,20.71
338,erdenet,MN,2021-09-27 03:25:22,49.0333,104.0833,45.88,40,16,4.72
339,ruteng,ID,2021-09-27 03:25:22,-8.6136,120.4721,74.89,58,30,0.65
340,fort walton beach,US,2021-09-27 03:21:39,30.4058,-86.6188,73.74,85,1,0.0
341,padang,ID,2021-09-27 03:25:23,-0.9492,100.3543,80.65,80,90,6.82
342,grand gaube,MU,2021-09-27 03:25:24,-20.0064,57.6608,72.37,72,96,10.0
343,sipe sipe,BO,2021-09-27 03:25:24,-17.45,-66.3833,63.75,65,22,5.06
344,sept-iles,CA,2021-09-27 03:25:25,50.2001,-66.3821,55.92,98,90,8.99
345,sisimiut,GL,2021-09-27 03:25:25,66.9395,-53.6735,25.18,52,0,7.27
346,romny,UA,2021-09-27 03:25:26,50.751,33.4747,41.49,97,10,9.04
347,mar del plata,AR,2021-09-27 03:23:13,-38.0023,-57.5575,53.1,66,90,1.99
348,yima,CN,2021-09-27 03:25:27,34.7381,111.8839,65.93,86,94,1.5
349,verkhnevilyuysk,RU,2021-09-27 03:25:28,63.4453,120.3167,41.27,62,90,13.31
350,manzhouli,CN,2021-09-27 03:25:28,49.6,117.4333,50.09,47,2,18.03
351,kamenka,RU,2021-09-27 03:25:29,51.3223,42.7678,47.8,92,100,14.05
352,harper,LR,2021-09-27 03:25:30,4.375,-7.7169,74.79,89,100,2.24
353,severnyy-kospashskiy,RU,2021-09-27 03:25:30,59.0925,57.8008,35.6,59,100,14.63
354,areia branca,BR,2021-09-27 03:25:31,-4.9561,-37.1369,77.45,76,100,21.16
355,george town,MY,2021-09-27 03:21:30,5.4112,100.3354,85.95,70,20,2.3
356,campoverde,PE,2021-09-27 03:25:31,-8.4753,-74.8058,78.49,65,79,2.55
357,banda aceh,ID,2021-09-27 03:25:32,5.5577,95.3222,83.39,68,100,10.36
358,quatre cocos,MU,2021-09-27 03:25:32,-20.2078,57.7625,72.09,77,92,20.56
359,la asuncion,VE,2021-09-27 03:25:33,11.0333,-63.8628,82.13,83,37,4.61
360,sao filipe,CV,2021-09-27 03:25:33,14.8961,-24.4956,78.33,81,76,7.4
361,saint-denis,FR,2021-09-27 03:25:34,48.9167,2.3333,62.76,95,90,1.99
362,vao,NC,2021-09-27 03:25:34,-22.6667,167.4833,68.27,68,4,10.58
363,tay ninh,VN,2021-09-27 03:25:35,11.3,106.1,85.69,69,53,5.28
364,hongjiang,CN,2021-09-27 03:25:35,27.11,109.9956,92.89,49,26,0.67
365,hailar,CN,2021-09-27 03:25:36,49.2,119.7,50.56,51,2,16.78
366,malanje,AO,2021-09-27 03:25:36,-9.5402,16.341,62.98,82,89,3.51
367,omboue,GA,2021-09-27 03:25:36,-1.5746,9.2618,76.32,85,100,4.25
368,quelimane,MZ,2021-09-27 03:25:37,-17.8786,36.8883,68.95,94,4,3.53
369,hanzhong,CN,2021-09-27 03:25:38,33.0728,107.0303,64.26,96,100,1.77
370,urumqi,CN,2021-09-27 03:25:38,43.801,87.6005,58.15,29,0,6.71
371,bikaner,IN,2021-09-27 03:25:39,28.0167,73.3,85.15,63,0,12.1
372,ivanovka,KG,2021-09-27 03:25:39,42.8878,75.085,73.83,10,0,8.99
373,ahipara,NZ,2021-09-27 03:25:40,-35.1667,173.1667,54.93,70,100,11.43
374,northam,GB,2021-09-27 03:25:40,51.0333,-4.2167,63.39,95,100,24.87
375,rengo,CL,2021-09-27 03:25:41,-34.4167,-70.8667,49.03,78,24,2.68
376,solms,DE,2021-09-27 03:25:41,50.7667,9.6,61.5,99,100,3.44
377,burnie,AU,2021-09-27 03:25:42,-41.0667,145.9167,52.43,70,100,2.46
378,bongor,TD,2021-09-27 03:25:42,10.2806,15.3722,74.75,82,94,5.53
379,jiangyou,CN,2021-09-27 03:25:43,31.7667,104.7167,68.59,85,100,1.7
380,soe,ID,2021-09-27 03:25:43,-9.8607,124.284,86.67,32,72,7.74
381,zapolyarnyy,RU,2021-09-27 03:25:44,69.4154,30.8136,45.68,90,97,10.96
382,riyadh,SA,2021-09-27 03:23:05,24.6877,46.7219,78.85,22,0,9.22
383,kita,ML,2021-09-27 03:25:44,13.0349,-9.4895,71.73,91,98,2.77
384,corinto,GR,2021-09-27 03:25:45,37.9407,22.9573,71.69,49,0,5.06
385,baoro,CF,2021-09-27 03:25:45,5.6667,15.9667,66.42,97,100,2.77
386,touros,BR,2021-09-27 03:25:46,-5.1989,-35.4608,74.3,84,55,13.49
387,shingu,JP,2021-09-27 03:25:47,33.7333,135.9833,79.79,76,91,11.81
388,husavik,IS,2021-09-27 03:25:47,66.0449,-17.3389,33.71,97,100,24.99
389,dovers,VC,2021-09-27 03:25:48,12.8833,-61.1833,83.37,71,91,10.13
390,kidal,ML,2021-09-27 03:25:49,18.4411,1.4078,84.25,16,0,10.51
391,engenheiro beltrao,BR,2021-09-27 03:25:49,-23.7972,-52.2692,74.5,50,0,1.54
392,acapulco,MX,2021-09-27 03:22:24,16.8634,-99.8901,80.42,78,92,3.04
393,narrabri,AU,2021-09-27 03:25:50,-30.3167,149.7833,73.49,33,90,4.61
394,katherine,AU,2021-09-27 03:25:50,-14.4667,132.2667,91.72,35,0,3.44
395,cody,US,2021-09-27 03:23:25,44.5263,-109.0565,70.2,22,1,5.75
396,iqaluit,CA,2021-09-27 03:25:51,63.7506,-68.5145,35.33,80,90,20.0
397,ixtapa,MX,2021-09-27 03:25:52,20.7,-105.2,77.23,100,90,11.5
398,goure,NE,2021-09-27 03:25:52,13.9835,10.2704,83.01,18,26,4.65
399,puerto escondido,MX,2021-09-27 03:23:43,15.85,-97.0667,80.37,82,99,4.79
400,meulaboh,ID,2021-09-27 03:25:53,4.1363,96.1285,77.0,86,100,2.57
401,teahupoo,PF,2021-09-27 03:25:54,-17.8333,-149.2667,76.96,80,29,14.25
402,srednekolymsk,RU,2021-09-27 03:25:55,67.45,153.6833,32.52,67,100,14.52
403,gigmoto,PH,2021-09-27 03:25:55,13.7796,124.39,84.9,75,96,3.24
404,manati,PR,2021-09-27 03:25:56,18.4275,-66.4921,81.99,90,9,5.46
405,itaituba,BR,2021-09-27 03:25:56,-4.2761,-55.9836,74.43,84,64,2.98
406,moline,US,2021-09-27 03:25:56,41.5067,-90.5151,75.25,58,1,11.5
407,yantongshan,CN,2021-09-27 03:25:57,43.2919,126.0094,61.75,95,100,7.43
408,illapel,CL,2021-09-27 03:25:58,-31.6308,-71.1653,56.16,77,0,1.88
409,moindou,NC,2021-09-27 03:25:58,-21.6924,165.677,76.95,53,0,13.6
410,empangeni,ZA,2021-09-27 03:25:59,-28.762,31.8933,61.56,97,20,5.3
411,kulu,TR,2021-09-27 03:25:59,39.0951,33.0799,56.41,44,0,5.68
412,shenzhen,CN,2021-09-27 03:25:59,22.5455,114.0683,90.86,83,8,2.15
413,itoman,JP,2021-09-27 03:26:00,26.1247,127.6694,88.18,77,40,19.57
414,valdivia,CL,2021-09-27 03:22:24,-39.8142,-73.2459,42.89,91,0,2.35
415,carbonia,IT,2021-09-27 03:26:01,39.1672,8.5222,74.35,94,100,5.41
416,maldonado,UY,2021-09-27 03:26:01,-34.6667,-54.9167,58.39,93,13,3.98
417,arona,ES,2021-09-27 03:26:02,28.0996,-16.681,72.81,64,20,13.8
418,ishigaki,JP,2021-09-27 03:26:02,24.3448,124.1572,87.93,70,20,12.66
419,tomohon,ID,2021-09-27 03:26:03,1.3346,124.8392,81.54,58,98,2.73
420,inhambane,MZ,2021-09-27 03:26:03,-23.865,35.3833,66.18,94,40,0.0
421,puerto quijarro,BO,2021-09-27 03:26:04,-17.7833,-57.7667,82.49,41,38,2.19
422,lompoc,US,2021-09-27 03:21:44,34.6391,-120.4579,62.38,86,90,4.61
423,tarabuco,BO,2021-09-27 03:26:05,-19.1667,-64.9167,52.72,56,9,3.38
424,hecun,CN,2021-09-27 03:26:05,36.5333,114.1111,70.07,75,100,2.73
425,tukrah,LY,2021-09-27 03:26:06,32.5341,20.5791,72.0,63,0,7.54
426,chicama,PE,2021-09-27 03:26:06,-7.8447,-79.1469,59.54,83,43,4.61
427,marystown,CA,2021-09-27 03:26:06,47.1666,-55.1483,59.86,100,100,1.01
428,wattegama,LK,2021-09-27 03:26:07,6.7989,81.4808,81.52,59,100,9.95
429,manzini,SZ,2021-09-27 03:26:08,-26.25,31.5,60.42,83,0,2.64
430,the valley,AI,2021-09-27 03:26:08,18.217,-63.0578,83.82,76,2,11.54
431,sorong,ID,2021-09-27 03:26:09,-0.8833,131.25,83.93,73,11,6.33
432,mahanoro,MG,2021-09-27 03:26:10,-19.9,48.8,67.62,82,92,3.47
433,kousseri,CM,2021-09-27 03:26:10,12.0769,15.0306,80.56,89,0,3.44
434,saint-augustin,CA,2021-09-27 03:26:10,51.226,-58.6502,54.82,99,100,9.53
435,lazaro cardenas,MX,2021-09-27 03:20:10,17.9583,-102.2,80.4,83,94,1.61
436,champerico,GT,2021-09-27 03:26:11,14.3,-91.9167,82.35,76,79,3.02
437,sena madureira,BR,2021-09-27 03:26:12,-9.0656,-68.6569,79.05,63,60,2.93
438,arcata,US,2021-09-27 03:26:12,40.8665,-124.0828,63.79,76,90,3.44
439,hovd,MN,2021-09-27 03:26:13,48.0056,91.6419,40.3,38,0,7.81
440,price,US,2021-09-27 03:26:13,39.5994,-110.8107,69.06,32,1,6.91
441,havre-saint-pierre,CA,2021-09-27 03:26:14,50.2334,-63.5986,57.56,94,90,19.57
442,koumac,NC,2021-09-27 03:26:15,-20.5667,164.2833,74.86,56,26,10.2
443,porbandar,IN,2021-09-27 03:26:15,21.6422,69.6093,80.58,94,75,4.61
444,mangan,IN,2021-09-27 03:26:16,27.5167,88.5333,83.88,55,41,3.38
445,vostok,RU,2021-09-27 03:26:16,46.4856,135.8833,65.79,54,99,5.35
446,ust-nera,RU,2021-09-27 03:26:17,64.5667,143.2,37.96,65,54,4.34
447,tenango,MX,2021-09-27 03:26:17,18.65,-98.1833,70.16,73,44,3.4
448,kavieng,PG,2021-09-27 03:26:18,-2.5744,150.7967,84.0,73,39,8.86
449,maloy,NO,2021-09-27 03:26:18,61.9353,5.1136,64.13,81,100,11.32
450,lagos,NG,2021-09-27 03:26:19,6.5833,3.75,79.12,94,95,2.35
451,kailua,US,2021-09-27 03:26:19,21.4022,-157.7394,84.18,74,75,11.5
452,nishihara,JP,2021-09-27 03:26:20,26.1842,127.7558,87.46,82,75,8.05
453,devli,IN,2021-09-27 03:26:20,25.75,75.3833,80.44,80,71,10.4
454,fortuna,US,2021-09-27 03:26:21,40.5982,-124.1573,63.52,53,90,0.0
455,baie-comeau,CA,2021-09-27 03:26:04,49.2168,-68.1489,54.1,100,90,14.97
456,gat,IL,2021-09-27 03:22:04,31.61,34.7642,76.41,100,0,3.65
457,faanui,PF,2021-09-27 03:26:22,-16.4833,-151.75,79.9,74,3,12.06
458,tumut,AU,2021-09-27 03:26:22,-35.3,148.2167,61.79,52,14,7.67
459,dinguiraye,GN,2021-09-27 03:26:23,11.3,-10.7167,70.47,91,98,0.96
460,kloulklubed,PW,2021-09-27 03:24:14,7.0419,134.2556,88.3,74,85,8.57
461,talcahuano,CL,2021-09-27 03:26:24,-36.7167,-73.1167,47.88,76,0,12.66
462,ribeira grande,PT,2021-09-27 03:26:24,38.5167,-28.7,68.58,72,79,19.71
463,along,IN,2021-09-27 03:26:25,28.1667,94.7667,82.4,68,43,0.67
464,wenling,CN,2021-09-27 03:26:25,28.3669,121.36,90.91,69,8,4.76
465,jining,CN,2021-09-27 03:26:26,35.405,116.5814,73.99,1,99,11.23
466,sistranda,NO,2021-09-27 03:24:59,63.7256,8.834,57.16,87,93,6.98
467,zelenoborskiy,RU,2021-09-27 03:26:27,66.845,32.3622,44.69,89,94,7.25
468,msanga,TZ,2021-09-27 03:26:27,-6.05,36.0333,61.9,71,52,3.94
469,mehran,IR,2021-09-27 03:26:28,33.1222,46.1646,71.08,20,0,9.69
470,toda raisingh,IN,2021-09-27 03:26:28,26.0252,75.4849,82.11,73,44,9.53
471,denpasar,ID,2021-09-27 03:26:29,-8.65,115.2167,83.86,74,20,17.27
472,opava,CZ,2021-09-27 03:26:29,49.9387,17.9026,63.03,97,69,1.16
473,bambanglipuro,ID,2021-09-27 03:26:30,-7.95,110.2833,83.95,63,82,15.5
474,capoterra,IT,2021-09-27 03:26:30,39.1763,8.9718,74.91,86,20,5.75
475,ambulu,ID,2021-09-27 03:26:30,-8.345,113.6058,84.31,60,87,8.68
476,labuhan,ID,2021-09-27 03:22:14,-6.8844,112.2051,85.48,65,49,1.68
477,narsaq,GL,2021-09-27 03:26:31,60.9167,-46.05,32.22,47,0,7.09
478,grindavik,IS,2021-09-27 03:26:32,63.8424,-22.4338,39.67,75,90,27.63
479,yakima,US,2021-09-27 03:26:32,46.4665,-120.6678,75.13,36,1,20.71
480,kutum,SD,2021-09-27 03:21:44,14.2,24.6667,71.38,69,12,4.25
481,dapaong,TG,2021-09-27 03:26:33,10.8639,0.205,72.43,81,72,5.66
482,raver,IN,2021-09-27 03:26:33,21.25,76.0333,79.12,86,100,1.36
483,ambilobe,MG,2021-09-27 03:26:33,-13.2,49.05,69.03,65,12,2.93
484,tecozautla,MX,2021-09-27 03:26:34,20.5333,-99.6333,63.95,85,96,5.59
485,talnakh,RU,2021-09-27 03:26:35,69.4865,88.3972,36.64,45,100,6.76
486,pacho,CO,2021-09-27 03:26:35,5.1328,-74.1598,58.57,86,72,5.41
487,mossendjo,CG,2021-09-27 03:26:36,-2.9506,12.7261,69.48,98,100,2.48
488,vardo,NO,2021-09-27 03:26:36,70.3705,31.1107,48.4,85,100,15.12
489,haimen,CN,2021-09-27 03:26:37,23.1935,116.6142,87.69,64,3,10.49
490,casper,US,2021-09-27 03:26:37,42.8666,-106.3131,65.5,23,1,5.75
491,papillion,US,2021-09-27 03:26:38,41.1544,-96.0422,79.72,57,1,5.99
492,severo-kurilsk,RU,2021-09-27 03:26:38,50.6789,156.125,50.54,89,96,10.25
493,tura,IN,2021-09-27 03:26:39,25.5198,90.2201,85.19,70,11,1.07
494,bud,US,2021-09-27 03:26:39,39.447,-86.1758,65.91,69,61,9.19
495,leningradskiy,RU,2021-09-27 03:26:40,69.3833,178.4167,30.15,79,100,6.42
496,baoying,CN,2021-09-27 03:26:40,33.2292,119.3092,79.3,71,70,7.38
497,kalanchak,UA,2021-09-27 03:26:40,46.2562,33.2907,51.82,75,9,7.87
498,lotofaga,WS,2021-09-27 03:26:41,-13.9764,-171.8578,87.58,71,36,6.64
499,sitka,US,2021-09-27 03:26:41,57.0531,-135.33,53.49,58,90,3.44
500,vaasa,FI,2021-09-27 03:26:42,63.096,21.6158,45.95,93,0,3.44
501,luganville,VU,2021-09-27 03:26:42,-15.5333,167.1667,79.12,79,64,9.95
502,mayo,US,2021-09-27 03:22:00,38.8876,-76.5119,66.22,75,1,1.99
503,neyshabur,IR,2021-09-27 03:26:43,36.2133,58.7958,62.28,49,0,4.27
504,nyurba,RU,2021-09-27 03:26:43,63.2842,118.3319,39.92,61,99,14.85
505,komsomolskiy,UZ,2021-09-27 03:26:44,40.4272,71.7189,68.72,34,0,4.61
506,mount isa,AU,2021-09-27 03:26:44,-20.7333,139.5,92.97,10,17,5.75
507,bure,ET,2021-09-27 03:26:45,10.7,37.0667,51.58,94,14,3.62
508,lucapa,AO,2021-09-27 03:26:45,-8.4192,20.7447,67.1,75,99,2.71
509,eyl,SO,2021-09-27 03:26:46,7.9803,49.8164,80.26,61,28,16.96
510,tefe,BR,2021-09-27 03:26:46,-3.3542,-64.7114,73.24,99,100,1.5
511,corinth,GR,2021-09-27 03:26:47,37.9407,22.9573,71.69,49,0,5.06
512,tiarei,PF,2021-09-27 03:26:47,-17.5333,-149.3333,82.42,78,7,14.27
513,vanimo,PG,2021-09-27 03:26:48,-2.6741,141.3028,85.26,67,97,6.17
514,selizharovo,RU,2021-09-27 03:26:49,56.8519,33.4487,45.16,91,98,7.87
515,rorvik,NO,2021-09-27 03:26:49,64.8621,11.2373,53.08,83,100,9.95
516,tabou,CI,2021-09-27 03:26:50,4.423,-7.3528,74.53,89,100,2.13
517,askino,RU,2021-09-27 03:26:50,56.0901,56.5783,35.71,90,100,19.84
518,upata,VE,2021-09-27 03:26:51,8.0086,-62.3989,74.97,81,99,4.12
519,mpanda,TZ,2021-09-27 03:26:51,-6.3655,31.0409,72.55,44,78,3.58
520,weligama,LK,2021-09-27 03:26:52,5.9667,80.4167,79.59,80,100,18.07
521,boende,CD,2021-09-27 03:26:52,-0.2167,20.8667,71.38,94,100,1.68
522,kibala,TD,2021-09-27 03:26:53,9.1104,18.3463,76.95,94,0,0.0
523,masallatah,LY,2021-09-27 03:26:53,32.6167,14.0,69.19,70,100,9.82
524,moyale,KE,2021-09-27 03:26:53,3.5167,39.0584,64.26,73,4,7.85
525,kasese,UG,2021-09-27 03:26:54,0.1833,30.0833,64.8,90,65,3.02
526,college,US,2021-09-27 03:26:55,64.8569,-147.8028,35.58,78,90,4.61
527,magadan,RU,2021-09-27 03:26:55,59.5667,150.8,45.45,53,0,6.38
528,bonavista,CA,2021-09-27 03:26:55,48.6499,-53.1147,55.11,93,100,9.82
529,bubaque,GW,2021-09-27 03:26:56,11.2833,-15.8333,82.87,79,100,8.84
530,kunming,CN,2021-09-27 03:26:57,25.0389,102.7183,66.13,68,40,6.71
531,polovinnoye,RU,2021-09-27 03:26:57,54.7914,65.9864,37.54,60,99,24.7
532,alangayam,IN,2021-09-27 03:26:58,12.6,78.75,77.2,72,99,9.06
533,yaransk,RU,2021-09-27 03:26:58,57.3033,47.8861,44.55,89,100,12.57
534,san cristobal,VE,2021-09-27 03:26:59,7.7669,-72.225,66.83,90,41,2.21
535,gondanglegi,ID,2021-09-27 03:26:59,-7.7479,112.0132,89.26,48,23,10.71
536,hokitika,NZ,2021-09-27 03:26:59,-42.7167,170.9667,53.6,48,46,7.74
537,ossora,RU,2021-09-27 03:27:00,59.2353,163.0719,49.08,68,78,9.98
538,lipany,SK,2021-09-27 03:27:00,49.1538,20.9638,53.06,93,17,0.94
539,ust-kulom,RU,2021-09-27 03:27:01,61.6864,53.6902,36.23,83,100,7.96
540,twentynine palms,US,2021-09-27 03:27:01,34.1356,-116.0542,82.54,37,0,7.85
541,huntsville,US,2021-09-27 03:27:02,34.7304,-86.5861,65.3,93,1,1.01
542,san jose,US,2021-09-27 03:26:52,37.3394,-121.895,63.41,78,40,7.0
543,kaeo,NZ,2021-09-27 03:27:03,-35.1,173.7833,52.05,90,100,3.24
544,nongan,CN,2021-09-27 03:27:03,44.382,125.1685,65.59,75,97,12.95
545,tahoua,NE,2021-09-27 03:27:04,14.8888,5.2692,78.78,50,0,0.0
546,sorland,NO,2021-09-27 03:27:04,67.667,12.6934,51.87,86,99,11.92
547,north platte,US,2021-09-27 03:27:05,41.1239,-100.7654,76.37,37,1,1.99
548,okmulgee,US,2021-09-27 03:24:32,35.6234,-95.9605,81.32,43,1,9.22
549,coahuayana,MX,2021-09-27 03:27:05,18.7333,-103.6833,78.71,90,99,0.96
550,agira,IT,2021-09-27 03:27:06,37.6562,14.5216,70.25,63,71,3.49
551,menongue,AO,2021-09-27 03:27:06,-14.6585,17.691,60.28,27,5,4.81
552,estelle,US,2021-09-27 03:27:06,29.8458,-90.1067,75.0,77,1,0.0
553,todos santos,MX,2021-09-27 03:27:07,23.45,-110.2167,85.1,81,4,2.17
